time,volume,6.15,6.35,6.625,6.85,7.05,7.325,7.55,7.825,8.125,8.425,8.725,9.025,9.325,9.625,9.999,10.325,10.7,11.1,11.5,11.9,12.3,12.774,13.2,13.674,14.174,14.674,15.174,15.675,16.249,16.849,17.449,18.049,18.649,19.324,20.024,20.724,21.424,22.199,22.999,23.799,24.599,25.474,26.374,27.349,28.274,29.249,30.324,31.424,32.524,33.624,34.799,36.074,37.374,38.674,40.048,41.449,42.923,44.423,45.998,47.598,49.273,50.973,52.823,54.648,56.598,58.598,60.673,62.773,65.022,67.323,69.697,72.172,74.672,77.322,80.022,82.872,85.772,88.822,91.922,95.171,98.546,102.096,105.247,108.995,112.996,116.996,120.996,125.744,129.996
2015-07-27T00:00:00Z,2120.60593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,982,2650,3668,4954,5276,5921,6400,6728,8584,9072,9714,10008,11790,11515,11382,10808,11730,10251,11621,9479,9898,10681,9587,9090,8151,8769,8621,8090,7715,7458,6415,6486,5633,4996,4045,3445,2716,2045,1462,1221,957,784,552,492,337,270,218,139,129,75,79,49,38,25,25,2,0,0,0,0,0,0,0,0
2015-07-27T01:00:00Z,2089.858458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,931,2385,3526,4523,4828,5283,5732,6126,7969,8376,9045,9554,11267,10827,10702,10485,11564,9976,11702,9475,9973,10649,9741,9346,8384,8637,8881,8379,8308,8076,7224,7351,6549,6126,4963,4285,3421,2750,1837,1527,1130,889,649,482,368,300,215,156,142,95,83,57,36,36,18,0,0,0,0,0,0,0,0,0
2015-07-27T02:00:00Z,2109.612864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,873,2197,3303,4232,4380,4917,5489,5670,7625,8021,8771,9220,10931,10566,10578,10318,11540,10226,11443,9541,10101,10859,9965,9260,8663,8981,9212,8772,8534,8398,7578,7731,7084,6651,5499,4832,4002,3266,2126,1726,1213,947,652,474,353,316,218,165,150,114,72,42,31,37,19,2,0,0,0,0,0,0,0,0
2015-07-27T03:00:00Z,1971.618868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,709,1966,2829,3580,3867,4070,4576,4896,6493,6929,7599,8211,9783,9505,9568,9422,10563,9430,10741,8733,9405,10316,9298,8837,8130,8593,8811,8522,8357,8341,7513,7639,7294,7237,6084,5614,4715,3891,2762,2211,1564,1166,856,575,407,310,251,179,136,104,101,48,31,45,17,0,0,0,0,0,0,0,0,0
2015-07-27T04:00:00Z,2015.619738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,744,1920,2669,3517,3706,3986,4430,4728,6198,6597,7299,7945,9667,9561,9756,9435,10894,9774,11107,9253,9872,10620,9832,9450,8756,9219,9536,9292,9208,9112,8443,9106,8381,8201,7282,6507,5544,4790,3327,2684,1942,1442,1017,720,548,395,281,216,157,111,100,78,47,46,23,2,0,0,0,0,0,0,0,0
2015-07-27T05:00:00Z,2025.85281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,769,2000,2723,3376,3458,3723,4076,4273,5526,6028,6888,7328,8988,9156,9461,9277,10646,9476,11140,9209,10013,11128,10423,9798,9033,9990,10201,9967,9877,9921,9295,9779,9355,9329,8074,7548,6736,5907,4148,3631,2560,1974,1397,1015,720,506,367,272,205,142,132,69,65,59,33,3,0,0,0,0,0,0,0,0
2015-07-27T06:00:00Z,1666.49804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,759,1680,2478,3043,3278,3429,4009,4006,5300,5734,6318,6735,8196,8212,8358,8375,9247,8187,9588,7929,8552,9318,8796,8385,7651,8372,8510,8072,8172,7960,7158,7474,6702,6276,5404,4678,4045,3277,2243,1804,1425,1049,769,581,471,279,254,167,160,89,84,63,46,31,23,1,0,0,0,0,0,0,0,0
2015-07-27T07:00:00Z,2090.305621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,948,2303,3117,4162,4118,4629,5081,5377,7040,7431,7997,8685,10551,10423,10784,10561,11791,10711,12376,10377,11390,12345,11545,11226,10470,11363,11526,11055,11066,10752,9403,9620,8279,7666,6050,5417,4414,3627,2616,2195,1643,1354,914,703,535,403,279,251,195,142,110,74,47,52,38,0,0,0,0,0,0,0,0,0
2015-07-27T08:00:00Z,2020.69177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,902,2257,3075,4011,4157,4602,5091,5580,7112,7722,8677,9012,10940,11132,11307,11001,12601,11161,12880,10831,11497,12958,12086,11452,10752,11534,11341,10572,9955,9150,7843,7446,6321,5720,4439,3800,3190,2567,1943,1591,1196,998,745,541,425,385,295,180,158,113,91,71,52,49,25,2,0,0,0,0,0,0,0,0
2015-07-27T09:00:00Z,2204.555003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,1039,2484,3480,4697,5028,5807,6719,7271,9667,10570,11822,12349,14747,14616,14819,14058,15556,13804,15928,13226,13922,15312,13607,12719,11062,11159,10291,8760,7438,6634,5142,4733,3887,3462,2717,2328,1915,1642,1208,1139,919,766,602,425,355,271,226,173,145,104,100,60,43,51,25,1,0,0,0,0,0,0,0,0
2015-07-27T10:00:00Z,2238.26884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1184,3070,4371,6040,6749,7784,8959,9698,12949,13684,14812,15563,18015,17042,16559,15972,17214,15060,16889,13503,13794,14332,12368,10835,8860,8434,7423,6035,5111,4369,3396,3081,2575,2202,1680,1616,1359,1172,920,920,765,681,468,381,341,258,178,158,129,94,92,52,52,42,19,0,0,0,0,0,0,0,0,0
2015-07-27T11:00:00Z,2284.495473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,1586,3925,5811,8063,8927,10174,11854,12572,16055,16444,17481,17610,19918,18523,17553,16201,17151,14764,15912,12549,12586,12468,10052,8522,6719,6255,5513,4490,3585,3060,2392,2317,1876,1653,1366,1309,1113,1079,767,833,644,622,516,382,351,262,216,161,141,82,77,58,58,43,24,0,0,0,0,0,0,0,0,0
2015-07-27T12:00:00Z,2331.144763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,2124,4863,6971,9730,10948,12171,13624,14332,17889,17876,18721,18450,20575,18887,17975,16432,17184,14185,15217,11498,11439,11055,9083,7486,5873,5397,4462,3665,3129,2550,2053,1872,1575,1465,1183,1135,1013,944,788,784,652,566,497,428,337,254,218,162,150,101,90,54,42,37,17,0,0,0,0,0,0,0,0,0
2015-07-27T13:00:00Z,2332.597045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,2511,5867,8204,11301,12342,13706,15122,15600,19174,19216,19765,18892,20848,19003,17561,15985,16464,13584,14208,10712,10499,10256,7899,6816,5243,4720,4010,3297,2591,2209,1813,1797,1375,1363,1136,1016,952,1009,752,797,647,614,522,390,339,304,195,156,140,105,79,63,49,31,22,2,0,0,0,0,0,0,0,0
2015-07-27T14:00:00Z,2342.133468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,2783,6207,9076,12057,12979,14152,15546,16125,19741,19183,20026,19351,21376,19069,17676,16170,16451,13634,14363,10762,10332,10251,8141,6855,5397,4925,4093,3314,2796,2333,1839,1677,1494,1288,1089,1058,1011,936,773,777,739,621,501,426,375,253,229,173,134,108,88,65,54,37,18,1,0,0,0,0,0,0,0,0
2015-07-27T15:00:00Z,2323.870876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,3117,6809,9415,12872,13920,15095,16230,16616,20013,19610,19937,19588,21111,18966,17751,15729,16290,13188,13902,10492,9983,9745,7682,6236,4913,4492,3873,3119,2649,2109,1700,1576,1398,1251,1073,978,998,982,748,821,667,649,493,425,348,292,215,171,136,100,90,52,60,37,24,0,0,0,0,0,0,0,0,0
2015-07-27T16:00:00Z,2337.241477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,3275,7043,9765,12984,13993,14988,16371,16123,19955,19350,19890,19153,20828,18784,17233,15601,15814,13170,13672,10150,9839,9608,7760,6300,4896,4468,3757,3028,2469,2107,1681,1553,1343,1176,1049,1045,991,955,768,734,692,634,505,408,333,256,222,166,148,93,75,37,43,39,14,0,0,0,0,0,0,0,0,0
2015-07-27T17:00:00Z,2265.587799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,2530,5866,8463,11316,12049,12913,14253,14582,17653,17651,18288,17527,19517,17816,16631,14937,15712,13028,13867,10457,10399,10307,8545,7133,5853,5266,4596,3608,2935,2534,1929,1688,1499,1297,1089,1074,995,949,840,838,743,590,461,459,360,294,233,166,129,102,80,60,44,33,29,1,0,0,0,0,0,0,0,0
2015-07-27T18:00:00Z,2146.332849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,2297,5172,7523,10198,10657,11647,12711,12891,15725,15494,16442,15883,17686,16155,15757,14059,14637,12213,13265,10138,10426,10750,8670,7726,6099,5763,5037,4018,3428,2785,2156,1902,1615,1485,1147,1178,961,956,779,773,681,595,566,390,323,276,218,192,116,81,87,52,35,34,23,0,0,0,0,0,0,0,0,0
2015-07-27T19:00:00Z,1988.303759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,1696,4245,6137,8142,8777,9591,10399,10710,13178,13365,13642,13782,15437,14382,13515,12631,13371,11435,12327,9667,9803,10055,8809,7872,6442,6605,5777,4834,4147,3513,2616,2266,1900,1571,1241,1124,1031,966,738,737,614,604,499,416,354,274,204,161,142,104,79,59,49,30,26,0,0,0,0,0,0,0,0,0
2015-07-27T20:00:00Z,2096.739058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,1454,3601,5216,7023,7414,8206,8891,9322,11644,12206,12921,13233,15444,14463,14283,13401,14363,12439,13732,10891,11235,11952,10674,9930,8709,8710,8685,7781,7067,6257,5203,4708,3650,3030,2378,1842,1557,1339,1067,951,839,728,561,491,401,310,236,177,157,115,92,71,47,48,18,0,0,0,0,0,0,0,0,0
2015-07-27T21:00:00Z,2037.603361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1312,3458,5126,6539,6963,7530,8477,8893,11147,11552,12383,12242,14138,13540,13360,12510,13415,11331,12802,10350,10419,11158,10058,9228,8471,8666,8477,7782,7206,6450,5362,5010,4027,3277,2542,1997,1708,1437,1055,970,757,730,582,456,374,329,249,186,144,90,79,70,40,24,19,0,0,0,0,0,0,0,0,0
2015-07-27T22:00:00Z,1707.520187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,1053,2824,3983,5174,5486,5897,6477,6955,8538,8850,9461,9925,11290,10844,10548,10195,11096,9810,10710,8438,8941,9554,8556,7964,7078,7646,7414,6987,6682,6321,5350,5243,4347,3806,2791,2457,1802,1451,1040,950,770,613,510,426,306,250,195,158,134,92,62,55,49,24,15,0,0,0,0,0,0,0,0,0
2015-07-27T23:00:00Z,1133.467656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,522,1500,2066,2754,2824,3063,3295,3577,4526,4608,5211,5573,6410,6224,6321,6126,6817,5910,6990,5512,5787,6551,5805,5511,4917,5198,5384,5164,5006,4956,4333,4513,3898,3580,3022,2540,2091,1711,1274,1043,742,604,487,384,322,270,198,160,124,80,80,57,39,36,24,0,0,0,0,0,0,0,0,0
2015-07-28T00:00:00Z,1867.672716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,969,2550,3619,4686,5015,5384,5990,6341,8249,8502,9205,9535,10989,10702,10468,10049,10841,9589,10810,8680,9205,10005,9144,8467,7801,8328,8333,7999,7911,7400,6587,6460,5776,5133,4162,3463,2726,2124,1526,1328,1056,847,708,554,458,324,267,218,172,125,116,71,59,37,36,1,0,0,0,0,0,0,0,0
2015-07-28T01:00:00Z,2055.981203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,1051,2582,3768,4663,4931,5155,5588,6069,7622,7923,8683,9068,10920,10541,10343,10191,11217,10068,11567,9367,9739,10902,9855,9260,8290,9005,9275,9048,8756,8659,7885,8377,7485,7077,5929,5447,4494,3549,2530,2073,1460,1255,827,687,541,422,335,278,236,156,153,103,78,59,39,0,0,0,0,0,0,0,0,0
2015-07-28T02:00:00Z,2110.882157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,1131,2913,3874,5130,5057,5345,5778,5791,7213,7768,8382,8879,10896,10485,10670,10296,11618,10625,11974,9846,10582,11607,10564,10036,9243,9821,9800,9649,9467,9645,8707,9466,8940,8902,7720,7214,6370,5564,3890,3394,2282,1770,1238,951,823,566,465,335,249,194,142,103,89,68,38,2,0,0,0,0,0,0,0,0
2015-07-28T03:00:00Z,434.007054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,225,593,763,1009,1005,990,1062,1015,1317,1354,1489,1632,1944,1946,2002,2037,2284,2001,2331,1927,2140,2366,2172,2065,1875,1962,2079,1948,1918,2006,1848,1954,1878,2012,1815,1803,1591,1500,1065,948,708,501,363,257,186,135,96,90,59,46,42,22,16,18,13,0,0,0,0,0,0,0,0,0
2015-07-28T04:00:00Z,2164.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,1176,2934,3815,4819,4649,4762,5030,5130,6347,6645,7278,7702,9612,9577,9821,9884,11255,10251,12105,10000,10754,11817,11036,10487,9846,10535,10574,10117,10242,10310,9601,10412,10106,10235,9575,9740,9116,8415,6417,5914,4364,3305,2342,1684,1126,879,648,488,366,279,221,137,116,86,44,3,0,0,0,0,0,0,0,0
2015-07-28T05:00:00Z,2218.426358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,1104,2667,3731,4650,4719,4890,5458,5635,7068,7607,8374,8849,10750,10592,11039,10832,12193,11217,12639,10361,11290,12276,11402,11089,9856,10722,10859,10496,10600,10713,10037,10595,10226,10179,8802,8409,7396,6507,4648,4030,2871,2265,1540,1180,915,637,517,378,331,234,198,83,102,66,45,2,0,0,0,0,0,0,0,0
2015-07-28T06:00:00Z,2228.905792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,1199,2837,4036,5134,4980,5129,5454,5641,6916,7337,8107,8634,10621,10439,10822,10790,12175,11077,12974,10783,11413,12684,11708,11221,10355,11313,11444,11115,11296,11345,10593,11323,10957,10752,9692,9052,8169,7091,5263,4407,3337,2606,1847,1387,961,758,593,478,381,247,213,134,127,86,55,0,0,0,0,0,0,0,0,0
2015-07-28T07:00:00Z,1912.123753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,1016,2542,3431,4447,4538,4780,4986,5318,6783,7105,7851,8244,9964,9810,9978,9794,10960,9894,11592,9604,10199,11427,10494,10232,9467,9945,10377,10132,10076,9754,8970,9175,8186,7824,6460,5800,4966,4123,2961,2497,1887,1488,1114,871,656,526,386,348,226,175,164,108,73,69,42,2,0,0,0,0,0,0,0,0
2015-07-28T08:00:00Z,2112.877094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,1235,3006,4190,5193,5161,5711,6247,6299,8239,8825,9669,10119,12270,12175,12516,12293,13569,12305,14033,11802,12491,13997,12922,12469,11479,12335,12487,11852,11577,10974,9350,9080,7822,7120,5548,4968,4227,3507,2550,2269,1700,1377,1133,859,707,579,452,356,257,197,153,106,86,74,39,1,0,0,0,0,0,0,0,0
